Job ID,Agency,num_positions,Full/Part,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Posting Date,title,category,lon,lat
416193,TAXI & LIMOUSINE COMMISSION,1,F,Manager,80000,90000,Annual,"33 Beaver St, New York Ny",Exec. Office Finance & Admin,10/09/2019,Analyst,Finance,-74.0119503,40.7050828
416201,TAXI & LIMOUSINE COMMISSION,1,F,Manager,80000,90000,Annual,"33 Beaver St, New York Ny",Exec. Office Finance & Admin,10/09/2019,Social Worker,Finance,-74.0119503,40.7050828
416201,TAXI & LIMOUSINE COMMISSION,1,F,Manager,80000,90000,Annual,"33 Beaver St, New York Ny",Exec. Office Finance & Admin,10/09/2019,Social Worker,Finance,-74.0119503,40.7050828
416229,DEPARTMENT OF SANITATION,1,F,Experienced (non-manager),277.04,322.4,Daily,"52-35 58Th St., Woodside, Ny",Bldg Mgnt Office,12/23/2019,Mechanical Specialist,Operation & Maintenance,-73.9094432,40.734384
416229,DEPARTMENT OF SANITATION,1,F,Experienced (non-manager),277.04,322.4,Daily,"52-35 58Th St., Woodside, Ny",Bldg Mgnt Office,12/23/2019,Mechanical Specialist,Operation & Maintenance,-73.9094432,40.734384
416253,DEPT. OF HOMELESS SERVICES,1,F,Experienced (non-manager),40275,68977,Annual,"681 Clarkson Ave Bldg D, Bklyn",Kingsborough,01/21/2020,Social Worker,Social Service,-73.9382553,40.6562722
416253,DEPT. OF HOMELESS SERVICES,1,F,Experienced (non-manager),40275,68977,Annual,"681 Clarkson Ave Bldg D, Bklyn",Kingsborough,01/21/2020,Social Worker,Social Service,-73.9382553,40.6562722
416272,DEPT OF DESIGN & CONSTRUCTION,1,F,Entry-Level,49916,60447,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,11/06/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
416272,DEPT OF DESIGN & CONSTRUCTION,1,F,Entry-Level,49916,60447,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,11/06/2019,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
416332,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),58152,74479,Annual,421 East 26th Street NY NY,OCME-Admin,12/03/2019,Analyst,Community,-73.97570259999999,40.7383514
416409,DEPT OF HEALTH/MENTAL HYGIENE,1,P,Experienced (non-manager),15,18.42,Hourly,"90-37 Parsons Blvd., Queens",Operations,12/26/2019,Assistant,Operation & Maintenance,-73.8002285,40.7039473
416409,DEPT OF HEALTH/MENTAL HYGIENE,1,P,Experienced (non-manager),15,18.42,Hourly,"90-37 Parsons Blvd., Queens",Operations,12/26/2019,Assistant,Operation & Maintenance,-73.8002285,40.7039473
416442,DEPT OF DESIGN & CONSTRUCTION,1,F,Manager,86346,217244,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,10/11/2019,Architector,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
416442,DEPT OF DESIGN & CONSTRUCTION,1,F,Manager,86346,217244,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Various,10/11/2019,Architector,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
416449,FINANCIAL INFO SVCS AGENCY,3,F,Experienced (non-manager),110000,120000,Annual,5 Manhattan West,OPS/Technical Systems,10/11/2019,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058
416449,FINANCIAL INFO SVCS AGENCY,3,F,Experienced (non-manager),110000,120000,Annual,5 Manhattan West,OPS/Technical Systems,10/11/2019,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058
416480,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,56990,83000,Annual,110 William St. N Y,External Affairs,11/27/2019,Administration,Community,-74.0068363,40.7087931
416480,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,56990,83000,Annual,110 William St. N Y,External Affairs,11/27/2019,Administration,Community,-74.0068363,40.7087931
416481,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),40000,140000,Annual,55 Water St Ny Ny,Policy,10/11/2019,Social Worker,Community,-74.0091879,40.7034619
416481,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),40000,140000,Annual,55 Water St Ny Ny,Policy,10/11/2019,Social Worker,Community,-74.0091879,40.7034619
416502,FIRE DEPARTMENT,1,F,Experienced (non-manager),96020,120000,Annual,"9 Metrotech Center, Brooklyn N",Bureau of Tech Deve and Syst,01/05/2020,Computer Specialist,	Technology & Data,-73.98500539999999,40.6946556
416508,DEPT OF YOUTH & COMM DEV SRVS,1,F,Experienced (non-manager),75000,79000,Annual,161 William St  New York N Y,Census,11/01/2019,Social Worker,Community,-74.00619,40.710219
416508,DEPT OF YOUTH & COMM DEV SRVS,1,F,Experienced (non-manager),75000,79000,Annual,161 William St  New York N Y,Census,11/01/2019,Social Worker,Community,-74.00619,40.710219
416509,NYC HOUSING AUTHORITY,1,F,Entry-Level,43799,62809,Annual,Office Of The Inspector Genera,Office of the Inspect General,11/18/2019,Investigator,Public Safety,-77.0252062,38.8936656
416509,NYC HOUSING AUTHORITY,1,F,Entry-Level,43799,62809,Annual,Office Of The Inspector Genera,Office of the Inspect General,11/18/2019,Investigator,Public Safety,-77.0252062,38.8936656
416514,DEPARTMENT OF TRANSPORTATION,1,F,Manager,56990,156829,Annual,55 Water St Ny Ny,Facilities Maintenance,10/31/2019,Administration,Operation & Maintenance,-74.0091879,40.7034619
416514,DEPARTMENT OF TRANSPORTATION,1,F,Manager,56990,156829,Annual,55 Water St Ny Ny,Facilities Maintenance,10/31/2019,Administration,Operation & Maintenance,-74.0091879,40.7034619
416545,OFFICE OF MANAGEMENT & BUDGET,2,F,Entry-Level,45491,68244,Annual,255 Greenwich Street,"Infra, Librar. And Cultural",10/11/2019,Analyst,Finance,-74.01091439999999,40.7143284
416545,OFFICE OF MANAGEMENT & BUDGET,2,F,Entry-Level,45491,68244,Annual,255 Greenwich Street,"Infra, Librar. And Cultural",10/11/2019,Analyst,Finance,-74.01091439999999,40.7143284
416577,POLICE DEPARTMENT,1,F,Manager,56990,156829,Annual,"90 Church St, Ny Ny 12Th Floor",Family Assistance Section/CIV,01/24/2020,Medical Service,Community,-74.010691,40.7127392
416577,POLICE DEPARTMENT,1,F,Manager,56990,156829,Annual,"90 Church St, Ny Ny 12Th Floor",Family Assistance Section/CIV,01/24/2020,Medical Service,Community,-74.010691,40.7127392
416701,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),55659,70390,Annual,180 Maiden Lane,Default,10/16/2019,Analyst,Public Safety,-74.00545319999999,40.7052684
416706,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,90000,100000,Annual,"22 Reade St, Ny",Technology Strategy,10/17/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
416706,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,90000,100000,Annual,"22 Reade St, Ny",Technology Strategy,10/17/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
416736,DEPT OF HEALTH/MENTAL HYGIENE,1,P,Experienced (non-manager),73.37,78.59,Hourly,NYC - All Boroughs,STI Laboratory,01/08/2020,Medical Service,Health,-73.89987579999999,40.7172127
416736,DEPT OF HEALTH/MENTAL HYGIENE,1,P,Experienced (non-manager),73.37,78.59,Hourly,NYC - All Boroughs,STI Laboratory,01/08/2020,Medical Service,Health,-73.89987579999999,40.7172127
416739,HRA/DEPT OF SOCIAL SERVICES,1,F,Entry-Level,35330,40629,Annual,"33 Beaver St, New York Ny",Off of Human Capital Mgmt NM,10/15/2019,Claim Assoviate,Community,-74.0119503,40.7050828
416746,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),58263,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Analyst,Finance,-74.00371489999999,40.7128306
416746,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),58263,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Analyst,Finance,-74.00371489999999,40.7128306
416782,DEPT OF YOUTH & COMM DEV SRVS,3,F,Experienced (non-manager),52524,60403,Annual,161 William St  New York N Y,Census,11/01/2019,Social Worker,Social Service,-74.00619,40.710219
416881,DEPT OF HEALTH/MENTAL HYGIENE,4,F,Experienced (non-manager),52524,70000,Annual,City Hall,Executive Deputy Com,12/26/2019,Social Worker,Community,-95.712891,37.09024
416881,DEPT OF HEALTH/MENTAL HYGIENE,4,F,Experienced (non-manager),52524,70000,Annual,City Hall,Executive Deputy Com,12/26/2019,Social Worker,Community,-95.712891,37.09024
416889,DEPT OF HEALTH/MENTAL HYGIENE,2,F,Experienced (non-manager),52524,61387,Annual,City Hall,Executive Deputy Com,12/26/2019,Social Worker,Health,-95.712891,37.09024
416889,DEPT OF HEALTH/MENTAL HYGIENE,2,F,Experienced (non-manager),52524,61387,Annual,City Hall,Executive Deputy Com,12/26/2019,Social Worker,Health,-95.712891,37.09024
416962,DEPT OF YOUTH & COMM DEV SRVS,1,F,Experienced (non-manager),49643,76000,Annual,"123 William Street, NY, NY",Financial Management,11/01/2019,Specialist w/o Job Aspect,Finance,-74.0072955,40.7094756
416962,DEPT OF YOUTH & COMM DEV SRVS,1,F,Experienced (non-manager),49643,76000,Annual,"123 William Street, NY, NY",Financial Management,11/01/2019,Specialist w/o Job Aspect,Finance,-74.0072955,40.7094756
417085,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417085,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417101,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),49390,65000,Annual,59-17 Junction Blvd Corona Ny,Motor Maintenance,11/12/2019,Administration,Community,-73.8644434,40.7348102
417106,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417106,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417128,DEPT OF CITYWIDE ADMIN SVCS,1,F,Manager,85000,95000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Policy, Research & Analysis",-74.00371489999999,40.7128306
417128,DEPT OF CITYWIDE ADMIN SVCS,1,F,Manager,85000,95000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Policy, Research & Analysis",-74.00371489999999,40.7128306
417137,OFFICE OF EMERGENCY MANAGEMENT,1,F,Manager,56990,85000,Annual,165 Cadman Plaza East,Planning,11/01/2019,Manager,Community,-73.9893431,40.6991081
417137,OFFICE OF EMERGENCY MANAGEMENT,1,F,Manager,56990,85000,Annual,165 Cadman Plaza East,Planning,11/01/2019,Manager,Community,-73.9893431,40.6991081
417138,NYC HOUSING AUTHORITY,4,F,Experienced (non-manager),65374,98908,Annual,Environmental Health & Safety,Environmental Health & Safety,01/13/2020,Medical Service,Public Safety,-106.7583253,35.0661321
417138,NYC HOUSING AUTHORITY,4,F,Experienced (non-manager),65374,98908,Annual,Environmental Health & Safety,Environmental Health & Safety,01/13/2020,Medical Service,Public Safety,-106.7583253,35.0661321
417145,DEPT OF CITYWIDE ADMIN SVCS,1,F,Manager,85000,95000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Policy, Research & Analysis",-74.00371489999999,40.7128306
417145,DEPT OF CITYWIDE ADMIN SVCS,1,F,Manager,85000,95000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Policy, Research & Analysis",-74.00371489999999,40.7128306
417146,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Policy, Research & Analysis",-74.00371489999999,40.7128306
417146,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Policy, Research & Analysis",-74.00371489999999,40.7128306
417207,ADMIN TRIALS AND HEARINGS,1,F,Experienced (non-manager),80000,100000,Annual,"100 Church St., N.Y.","Admin, GC, PI & Exec",10/30/2019,Counsel,Community,-74.01011419999999,40.71330040000001
417207,ADMIN TRIALS AND HEARINGS,1,F,Experienced (non-manager),80000,100000,Annual,"100 Church St., N.Y.","Admin, GC, PI & Exec",10/30/2019,Counsel,Community,-74.01011419999999,40.71330040000001
417209,DISTRICT ATTORNEY RICHMOND COU,2,F,Manager,85000,125000,Annual,"130 Stuyvesant Place, S.I.",Special Victims,10/18/2019,Legal/Attorney,"Policy, Research & Analysis",-74.0770605,40.6428301
417209,DISTRICT ATTORNEY RICHMOND COU,2,F,Manager,85000,125000,Annual,"130 Stuyvesant Place, S.I.",Special Victims,10/18/2019,Legal/Attorney,"Policy, Research & Analysis",-74.0770605,40.6428301
417238,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,52524,65000,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,10/21/2019,Social Worker,Community,-73.8644434,40.7348102
417238,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,52524,65000,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,10/21/2019,Social Worker,Community,-73.8644434,40.7348102
417264,MAYORS OFFICE OF CONTRACT SVCS,1,F,Experienced (non-manager),50000,65000,Annual,"22 Reade St, Ny",Technology Strategy,10/24/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417264,MAYORS OFFICE OF CONTRACT SVCS,1,F,Experienced (non-manager),50000,65000,Annual,"22 Reade St, Ny",Technology Strategy,10/24/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417280,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,65000,80000,Annual,"22 Reade St, Ny",Technology Strategy,10/24/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417280,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,65000,80000,Annual,"22 Reade St, Ny",Technology Strategy,10/24/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417281,DEPT OF CITYWIDE ADMIN SVCS,1,F,Manager,110000,125000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417281,DEPT OF CITYWIDE ADMIN SVCS,1,F,Manager,110000,125000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417282,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),75000,100000,Annual,5 Manhattan West,OPS/Operations Support,10/18/2019,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058
417282,FINANCIAL INFO SVCS AGENCY,1,F,Experienced (non-manager),75000,100000,Annual,5 Manhattan West,OPS/Operations Support,10/18/2019,Computer Specialist,	Technology & Data,-73.99935239999999,40.753058
417286,DISTRICT ATTORNEY RICHMOND COU,1,F,Experienced (non-manager),55000,65000,Annual,"130 Stuyvesant Place, S.I.",Executive,10/18/2019,Social Worker,Community,-74.0770605,40.6428301
417286,DISTRICT ATTORNEY RICHMOND COU,1,F,Experienced (non-manager),55000,65000,Annual,"130 Stuyvesant Place, S.I.",Executive,10/18/2019,Social Worker,Community,-74.0770605,40.6428301
417287,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417287,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),75000,85000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,11/01/2019,Construction,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
417288,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,100000,120000,Annual,"22 Reade St, Ny",Technology Strategy,10/24/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417288,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,100000,120000,Annual,"22 Reade St, Ny",Technology Strategy,10/24/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417300,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,95000,115000,Annual,"22 Reade St, Ny",Information Technology,10/18/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417300,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,95000,115000,Annual,"22 Reade St, Ny",Information Technology,10/18/2019,Researcher,	Technology & Data,-74.0043792,40.7142973
417303,HRA/DEPT OF SOCIAL SERVICES,1,F,Experienced (non-manager),65731,97873,Annual,470 Vanderbilt Ave,Med Insur/Community Svc-NM,10/18/2019,Analyst,"Policy, Research & Analysis",-73.9680195,40.6830766
417307,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),44104,57000,Annual,"33 Beaver St, New York Ny",Office of Data & Technology,10/18/2019,Economist,"Policy, Research & Analysis",-74.0119503,40.7050828
417307,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),44104,57000,Annual,"33 Beaver St, New York Ny",Office of Data & Technology,10/18/2019,Economist,"Policy, Research & Analysis",-74.0119503,40.7050828
419921,HUMAN RIGHTS COMMISSION,1,F,Experienced (non-manager),56746,65258,Annual,1932 Arthur Ave 2Nd Flr Bronx,Comm.Rel.Bureau-Central,10/21/2019,Social Worker,Community,-73.89285439999999,40.8457866
419921,HUMAN RIGHTS COMMISSION,1,F,Experienced (non-manager),56746,65258,Annual,1932 Arthur Ave 2Nd Flr Bronx,Comm.Rel.Bureau-Central,10/21/2019,Social Worker,Community,-73.89285439999999,40.8457866
419927,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),65783,75651,Annual,96-05 Horace Harding Expway,Rev Construction Compliance,10/23/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
419927,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),65783,75651,Annual,96-05 Horace Harding Expway,Rev Construction Compliance,10/23/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
419944,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),35330,57236,Annual,"40 Worth St., N.Y.",Admin/Oper & Facilities-Exec,11/01/2019,Claim Assoviate,Community,-74.0069891,40.7172951
419944,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),35330,57236,Annual,"40 Worth St., N.Y.",Admin/Oper & Facilities-Exec,11/01/2019,Claim Assoviate,Community,-74.0069891,40.7172951
419951,DEPT OF YOUTH & COMM DEV SRVS,1,F,Experienced (non-manager),52524,81535,Annual,NOT USED,WIOA Support,12/04/2019,Social Worker,Community,-94.5577124,38.9913297
419951,DEPT OF YOUTH & COMM DEV SRVS,1,F,Experienced (non-manager),52524,81535,Annual,NOT USED,WIOA Support,12/04/2019,Social Worker,Community,-94.5577124,38.9913297
419961,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),54643,75000,Annual,Office of Emergency Management,Office of Emergency Management,01/09/2020,Social Worker,"Policy, Research & Analysis",-93.2934205,37.21931350000001
419961,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),54643,75000,Annual,Office of Emergency Management,Office of Emergency Management,01/09/2020,Social Worker,"Policy, Research & Analysis",-93.2934205,37.21931350000001
419982,TAXI & LIMOUSINE COMMISSION,3,F,Experienced (non-manager),55000,68000,Annual,"33 Beaver St, New York Ny",Exec. Office Finance & Admin,10/21/2019,Social Worker,Finance,-74.0119503,40.7050828
419982,TAXI & LIMOUSINE COMMISSION,3,F,Experienced (non-manager),55000,68000,Annual,"33 Beaver St, New York Ny",Exec. Office Finance & Admin,10/21/2019,Social Worker,Finance,-74.0119503,40.7050828
419993,DEPT OF CITYWIDE ADMIN SVCS,1,F,Student,15.5,19.9,Hourly,"1 Centre St., N.Y.",FAC MGMT/EXECUTIVE,11/26/2019,Assistant,Operation & Maintenance,-74.00371489999999,40.7128306
419993,DEPT OF CITYWIDE ADMIN SVCS,1,F,Student,15.5,19.9,Hourly,"1 Centre St., N.Y.",FAC MGMT/EXECUTIVE,11/26/2019,Assistant,Operation & Maintenance,-74.00371489999999,40.7128306
420007,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),52524,81535,Annual,30-30 Thomson Ave L I City Qns,Chief Diversity and Indust Rel,11/01/2019,Social Worker,Community,-73.93617429999999,40.7439642
420007,DEPT OF DESIGN & CONSTRUCTION,1,F,Experienced (non-manager),52524,81535,Annual,30-30 Thomson Ave L I City Qns,Chief Diversity and Indust Rel,11/01/2019,Social Worker,Community,-73.93617429999999,40.7439642
420031,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),62215,72000,Annual,"31-00 47 Ave, 3 FL, LIC NY",Analytics,10/21/2019,Social Worker,"Policy, Research & Analysis",-73.9356,40.7428
420031,TAXI & LIMOUSINE COMMISSION,1,F,Experienced (non-manager),62215,72000,Annual,"31-00 47 Ave, 3 FL, LIC NY",Analytics,10/21/2019,Social Worker,"Policy, Research & Analysis",-73.9356,40.7428
420065,EQUAL EMPLOY PRACTICES COMM,1,F,Manager,63228,72712,Annual,253 Broadway New York Ny,Equal Employment Practices C,10/22/2019,Legal/Attorney,Legal,-74.0075231,40.7134096
420065,EQUAL EMPLOY PRACTICES COMM,1,F,Manager,63228,72712,Annual,253 Broadway New York Ny,Equal Employment Practices C,10/22/2019,Legal/Attorney,Legal,-74.0075231,40.7134096
420066,DEPT OF DESIGN & CONSTRUCTION,2,F,Experienced (non-manager),52137,141865,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Executive,01/06/2020,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
420066,DEPT OF DESIGN & CONSTRUCTION,2,F,Experienced (non-manager),52137,141865,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Executive,01/06/2020,Engineer,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
420079,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),60000,80000,Annual,"1 Centre St., N.Y.",Real Est/Portfolio Plng & Mgmt,01/02/2020,Engineer,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
420079,DEPT OF CITYWIDE ADMIN SVCS,1,F,Experienced (non-manager),60000,80000,Annual,"1 Centre St., N.Y.",Real Est/Portfolio Plng & Mgmt,01/02/2020,Engineer,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
420121,PRESIDENT BOROUGH OF MANHATTAN,1,F,Experienced (non-manager),60000,60000,Annual,"1 Centre St., N.Y.",Landuse,10/22/2019,Social Worker,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
420121,PRESIDENT BOROUGH OF MANHATTAN,1,F,Experienced (non-manager),60000,60000,Annual,"1 Centre St., N.Y.",Landuse,10/22/2019,Social Worker,"Engineering, Architecture, & Planning",-74.00371489999999,40.7128306
420132,DEPARTMENT OF TRANSPORTATION,1,F,Entry-Level,31544,41830,Annual,55 Water St Ny Ny,Facilities Maintenance,10/31/2019,City Officer,Operation & Maintenance,-74.0091879,40.7034619
420132,DEPARTMENT OF TRANSPORTATION,1,F,Entry-Level,31544,41830,Annual,55 Water St Ny Ny,Facilities Maintenance,10/31/2019,City Officer,Operation & Maintenance,-74.0091879,40.7034619
420239,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,125000,Annual,"1 Metro Tech, Brooklyn Ny",Administration-MO,10/23/2019,Researcher,	Technology & Data,-73.98710059999999,40.6932688
420239,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,125000,Annual,"1 Metro Tech, Brooklyn Ny",Administration-MO,10/23/2019,Researcher,	Technology & Data,-73.98710059999999,40.6932688
420267,ADMIN FOR CHILDREN'S SVCS,1,F,Experienced (non-manager),64507,76745,Annual,"150 William Street, New York N",DYFJ Central,01/23/2020,City Officer,"Policy, Research & Analysis",-74.0057361,40.7096402
420294,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,130000,Annual,"1 Metro Tech, Brooklyn Ny",Administration-MO,10/23/2019,Researcher,	Technology & Data,-73.98710059999999,40.6932688
420294,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,130000,Annual,"1 Metro Tech, Brooklyn Ny",Administration-MO,10/23/2019,Researcher,	Technology & Data,-73.98710059999999,40.6932688
420306,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,130000,Annual,"1 Metro Tech, Brooklyn Ny",Administration-MO,10/23/2019,Researcher,	Technology & Data,-73.98710059999999,40.6932688
420306,MAYORS OFFICE OF CONTRACT SVCS,1,F,Manager,80000,130000,Annual,"1 Metro Tech, Brooklyn Ny",Administration-MO,10/23/2019,Researcher,	Technology & Data,-73.98710059999999,40.6932688
420329,DEPARTMENT OF INVESTIGATION,1,F,Manager,56990,120000,Annual,180 Maiden Lane,Squad 10,10/24/2019,Inspector,Public Safety,-74.00545319999999,40.7052684
420329,DEPARTMENT OF INVESTIGATION,1,F,Manager,56990,120000,Annual,180 Maiden Lane,Squad 10,10/24/2019,Inspector,Public Safety,-74.00545319999999,40.7052684
420387,BOROUGH PRESIDENT-QUEENS,1,F,Entry-Level,37217,61936,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens,11/07/2019,Social Worker,Community,-73.8281571,40.7137004
420387,BOROUGH PRESIDENT-QUEENS,1,F,Entry-Level,37217,61936,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens,11/07/2019,Social Worker,Community,-73.8281571,40.7137004
420423,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,82884,95317,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,10/31/2019,Computer Specialist,	Technology & Data,-73.9882453,40.6934634
420423,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,82884,95317,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,10/31/2019,Computer Specialist,	Technology & Data,-73.9882453,40.6934634
420446,OFF OF PAYROLL ADMINISTRATION,1,F,Experienced (non-manager),38851,50000,Annual,5 Manhattan West,Citywide User Support,10/25/2019,Claim Assoviate,	Technology & Data,-73.99935239999999,40.753058
420552,DEPT OF CITYWIDE ADMIN SVCS,2,F,Experienced (non-manager),280,280,Daily,"1 Centre St., N.Y.",FAC MGMT/MMO_MAN MUNI BLDG,01/02/2020,Other,Operation & Maintenance,-74.00371489999999,40.7128306
420552,DEPT OF CITYWIDE ADMIN SVCS,2,F,Experienced (non-manager),280,280,Daily,"1 Centre St., N.Y.",FAC MGMT/MMO_MAN MUNI BLDG,01/02/2020,Other,Operation & Maintenance,-74.00371489999999,40.7128306
420619,LAW DEPARTMENT,1,F,Experienced (non-manager),59305,59305,Annual,"350 Jay St, Brooklyn  Ny",Operations,10/25/2019,City Officer,Legal,-73.9876482,40.6935265
420649,DEPARTMENT OF INVESTIGATION,1,F,Experienced (non-manager),45000,50000,Annual,180 Maiden Lane,Background Investigation,10/26/2019,Investigator,Public Safety,-74.00545319999999,40.7052684
