Job ID,Civil Service Title,Job Category,title,category
406014,ELECTRICAL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
406014,ELECTRICAL ENGINEERING INTERN,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
406081,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
406081,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
406123,TELECOMMUNICATION MANAGER,"TECHNOLOGY, DATA & INNOVATION",Telecommunication,	Technology & Data
406123,TELECOMMUNICATION MANAGER,"TECHNOLOGY, DATA & INNOVATION",Telecommunication,	Technology & Data
406173,COMPUTER SYSTEMS MANAGER,"ADMINISTRATION & HUMAN RESOURCES TECHNOLOGY, DATA & INNOVATION",Manager,Community
406173,COMPUTER SYSTEMS MANAGER,"ADMINISTRATION & HUMAN RESOURCES TECHNOLOGY, DATA & INNOVATION",Manager,Community
406324,ASSOCIATE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
406324,ASSOCIATE PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
406385,CONFIDENTIAL INVESTIGATOR,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
406385,CONFIDENTIAL INVESTIGATOR,"POLICY, RESEARCH & ANALYSIS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
406401,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
406401,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
406570,ADMINISTRATIVE PUBLIC INFORMAT,"COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Administration,"Policy, Research & Analysis"
406570,ADMINISTRATIVE PUBLIC INFORMAT,"COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Administration,"Policy, Research & Analysis"
406575,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
406575,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
406579,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
406579,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
406599,RESIDENT BUILDING SUPERINTENDE,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
406711,CONFIDENTIAL INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
406711,CONFIDENTIAL INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
406921,ADM PROC ANAL-NM FRM M1-3,"FINANCE, ACCOUNTING, & PROCUREMENT",City Officer,Finance
406921,ADM PROC ANAL-NM FRM M1-3,"FINANCE, ACCOUNTING, & PROCUREMENT",City Officer,Finance
407170,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
407170,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
407200,CERT IT DEVELOPER (APP),"HEALTH TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
407200,CERT IT DEVELOPER (APP),"HEALTH TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
407251,PUBLIC HEALTH ASSISTANT,HEALTH,Assistant,Health
407251,PUBLIC HEALTH ASSISTANT,HEALTH,Assistant,Health
407252,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
407252,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
407253,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
407255,COLLEGE AIDE (ALL CITY DEPTS),HEALTH,Assistant,Health
407255,COLLEGE AIDE (ALL CITY DEPTS),HEALTH,Assistant,Health
407266,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
407266,IT SECURITY SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
407294,INVESTMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
407294,INVESTMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
407317,COMPUTER ASSOC (OPERATIONS),"TECHNOLOGY, DATA & INNOVATION BUILDING OPERATIONS & MAINTENANCE",Computer Specialist,Operation & Maintenance
407317,COMPUTER ASSOC (OPERATIONS),"TECHNOLOGY, DATA & INNOVATION BUILDING OPERATIONS & MAINTENANCE",Computer Specialist,Operation & Maintenance
407330,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
407330,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
407411,CYBER SECURITY ANALYST,"TECHNOLOGY, DATA & INNOVATION",Analyst,	Technology & Data
407411,CYBER SECURITY ANALYST,"TECHNOLOGY, DATA & INNOVATION",Analyst,	Technology & Data
407454,ADMINISTRATIVE STAFF ANALYST (,"ENGINEERING, ARCHITECTURE, & PLANNING",Analyst,"Engineering, Architecture, & Planning"
407454,ADMINISTRATIVE STAFF ANALYST (,"ENGINEERING, ARCHITECTURE, & PLANNING",Analyst,"Engineering, Architecture, & Planning"
407466,SPEC CONSULTANT (MHSS) (AL 2),HEALTH,Specialist w/o Job Aspect,Health
407466,SPEC CONSULTANT (MHSS) (AL 2),HEALTH,Specialist w/o Job Aspect,Health
407518,ASSISTANT DISTRICT ATTORNEY (S,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Legal/Attorney,"Policy, Research & Analysis"
407518,ASSISTANT DISTRICT ATTORNEY (S,"LEGAL AFFAIRS POLICY, RESEARCH & ANALYSIS",Legal/Attorney,"Policy, Research & Analysis"
407557,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Manager,"Policy, Research & Analysis"
407575,CLERICAL ASSOCIATE,"CONSTITUENT SERVICES & COMMUNITY PROGRAMS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Claim Assoviate,Community
407575,CLERICAL ASSOCIATE,"CONSTITUENT SERVICES & COMMUNITY PROGRAMS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Claim Assoviate,Community
407734,STATIONARY ENGINEER (ELECTRIC),BUILDING OPERATIONS & MAINTENANCE,Engineer,Operation & Maintenance
407734,STATIONARY ENGINEER (ELECTRIC),BUILDING OPERATIONS & MAINTENANCE,Engineer,Operation & Maintenance
407901,GEOLOGIST,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Geologist,"Policy, Research & Analysis"
407901,GEOLOGIST,"ENGINEERING, ARCHITECTURE, & PLANNING POLICY, RESEARCH & ANALYSIS",Geologist,"Policy, Research & Analysis"
407988,ECONOMIST,"TECHNOLOGY, DATA & INNOVATION",Economist,	Technology & Data
407988,ECONOMIST,"TECHNOLOGY, DATA & INNOVATION",Economist,	Technology & Data
408010,RESIDENT BUILDING SUPERINTENDE,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
408047,IT INFRASTRUCTURE ENGINEER,"TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
408047,IT INFRASTRUCTURE ENGINEER,"TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
408069,INVESTMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
408069,INVESTMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
408077,INVESTMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
408077,INVESTMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
408139,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
408148,COMPUTER AIDE,"TECHNOLOGY, DATA & INNOVATION",Assistant,	Technology & Data
408527,STAFF ANALYST,"TECHNOLOGY, DATA & INNOVATION LEGAL AFFAIRS",Analyst,	Technology & Data
408788,CERT IT DEVELOPER (APP),"TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
408815,COMMUNITY COORDINATOR,"CONSTITUENT SERVICES & COMMUNITY PROGRAMS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Community
408815,COMMUNITY COORDINATOR,"CONSTITUENT SERVICES & COMMUNITY PROGRAMS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Community
408869,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
408869,CIVIL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
408892,CITY RESEARCH SCIENTIST,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Researcher,	Technology & Data
408892,CITY RESEARCH SCIENTIST,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Researcher,	Technology & Data
408905,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
408905,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
408906,STATISTICIAN,"ENGINEERING, ARCHITECTURE, & PLANNING TECHNOLOGY, DATA & INNOVATION",Analyst,	Technology & Data
408979,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
408979,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
409101,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
409101,COMMUNITY COORDINATOR,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
409254,CONSTRUCTION PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Construction,"Engineering, Architecture, & Planning"
409254,CONSTRUCTION PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Construction,"Engineering, Architecture, & Planning"
409308,CITY RESEARCH SCIENTIST,"ENGINEERING, ARCHITECTURE, & PLANNING",Researcher,"Engineering, Architecture, & Planning"
409308,CITY RESEARCH SCIENTIST,"ENGINEERING, ARCHITECTURE, & PLANNING",Researcher,"Engineering, Architecture, & Planning"
409358,COMMUNITY COORDINATOR,HEALTH,Social Worker,Health
409358,COMMUNITY COORDINATOR,HEALTH,Social Worker,Health
409505,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
409505,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
409674,ADMINISTRATIVE CONSTRUCTION PR,"ENGINEERING, ARCHITECTURE, & PLANNING",Construction,"Engineering, Architecture, & Planning"
409674,ADMINISTRATIVE CONSTRUCTION PR,"ENGINEERING, ARCHITECTURE, & PLANNING",Construction,"Engineering, Architecture, & Planning"
409749,LABORATORY MICROBIOLOGIST,HEALTH,Chemist/Microbiologist,Health
409749,LABORATORY MICROBIOLOGIST,HEALTH,Chemist/Microbiologist,Health
409799,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
409799,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
410069,COMMUNITY COORDINATOR,HEALTH,Social Worker,Health
410069,COMMUNITY COORDINATOR,HEALTH,Social Worker,Health
410127,PROCUREMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
410127,PROCUREMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
410140,ADM PROC ANAL-NM FRM M1-3,"ENGINEERING, ARCHITECTURE, & PLANNING",City Officer,"Engineering, Architecture, & Planning"
410140,ADM PROC ANAL-NM FRM M1-3,"ENGINEERING, ARCHITECTURE, & PLANNING",City Officer,"Engineering, Architecture, & Planning"
410296,ADMINISTRATIVE INSPECTOR (HOUS,"ENGINEERING, ARCHITECTURE, & PLANNING",Housing,"Engineering, Architecture, & Planning"
410296,ADMINISTRATIVE INSPECTOR (HOUS,"ENGINEERING, ARCHITECTURE, & PLANNING",Housing,"Engineering, Architecture, & Planning"
410407,CONSTRUCTION PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Construction,"Engineering, Architecture, & Planning"
410407,CONSTRUCTION PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Construction,"Engineering, Architecture, & Planning"
410429,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
410429,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
410438,SUPERVISOR OF HOUSING CARETAKE,BUILDING OPERATIONS & MAINTENANCE,Housing,Operation & Maintenance
410443,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
410443,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
410502,CERTIFIED IT ADMINISTRATOR (LA,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
410521,ADMINISTRATIVE INSPECTOR (HOUS,"ENGINEERING, ARCHITECTURE, & PLANNING",Housing,"Engineering, Architecture, & Planning"
410521,ADMINISTRATIVE INSPECTOR (HOUS,"ENGINEERING, ARCHITECTURE, & PLANNING",Housing,"Engineering, Architecture, & Planning"
410525,SENIOR ESTIMATOR (ELECTRICAL),"ENGINEERING, ARCHITECTURE, & PLANNING",Analyst,"Engineering, Architecture, & Planning"
410525,SENIOR ESTIMATOR (ELECTRICAL),"ENGINEERING, ARCHITECTURE, & PLANNING",Analyst,"Engineering, Architecture, & Planning"
410794,COMMUNITY ASSOCIATE,"ADMINISTRATION & HUMAN RESOURCES PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Community
410794,COMMUNITY ASSOCIATE,"ADMINISTRATION & HUMAN RESOURCES PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Social Worker,Community
410846,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
410846,ADMINISTRATIVE ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
410875,PROJECT MANAGER INTERN#,"ENGINEERING, ARCHITECTURE, & PLANNING",Intern,"Engineering, Architecture, & Planning"
410875,PROJECT MANAGER INTERN#,"ENGINEERING, ARCHITECTURE, & PLANNING",Intern,"Engineering, Architecture, & Planning"
411104,CITY RESEARCH SCIENTIST,HEALTH,Researcher,Health
411104,CITY RESEARCH SCIENTIST,HEALTH,Researcher,Health
411116,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
411116,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
411277,INDUSTRIAL HYGIENIST,"HEALTH PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
411277,INDUSTRIAL HYGIENIST,"HEALTH PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Medical Service,Public Safety
411308,CERTIFIED IT ADMINISTRATOR (LA,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
411344,ASSOCIATE STAFF ANALYST,"ADMINISTRATION & HUMAN RESOURCES POLICY, RESEARCH & ANALYSIS",Analyst,Community
411403,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
411403,ADMINISTRATIVE STAFF ANALYST (,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
411413,PROCUREMENT ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT",Analyst,Finance
411432,IT PROJECT SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
411447,EXECUTIVE AGENCY COUNSEL,LEGAL AFFAIRS,Counsel,Legal
411447,EXECUTIVE AGENCY COUNSEL,LEGAL AFFAIRS,Counsel,Legal
411460,BUDGET ANALYST (OMB),"COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS FINANCE, ACCOUNTING, & PROCUREMENT POLICY, RESEARCH & ANALYSIS",Analyst,Finance
411460,BUDGET ANALYST (OMB),"COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS FINANCE, ACCOUNTING, & PROCUREMENT POLICY, RESEARCH & ANALYSIS",Analyst,Finance
411603,TELECOMMUNICATIONS ASSOCIATE (,"TECHNOLOGY, DATA & INNOVATION",Telecommunication,	Technology & Data
411603,TELECOMMUNICATIONS ASSOCIATE (,"TECHNOLOGY, DATA & INNOVATION",Telecommunication,	Technology & Data
411722,COUNSELOR (ADDICTION TREATMENT,HEALTH,Counsel,Health
411722,COUNSELOR (ADDICTION TREATMENT,HEALTH,Counsel,Health
411885,BUDGET ANALYST (OMB),"ADMINISTRATION & HUMAN RESOURCES FINANCE, ACCOUNTING, & PROCUREMENT BUILDING OPERATIONS & MAINTENANCE POLICY, RESEARCH & ANALYSIS",Analyst,Operation & Maintenance
411885,BUDGET ANALYST (OMB),"ADMINISTRATION & HUMAN RESOURCES FINANCE, ACCOUNTING, & PROCUREMENT BUILDING OPERATIONS & MAINTENANCE POLICY, RESEARCH & ANALYSIS",Analyst,Operation & Maintenance
411886,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
411886,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
411956,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
411956,PROJECT MANAGER,"ENGINEERING, ARCHITECTURE, & PLANNING",Manager,"Engineering, Architecture, & Planning"
412033,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
412050,COMPUTER SPECIALIST (SOFTWARE),"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
412056,CERTIFIED IT ADMINISTRATOR (LA,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
412072,HIGHWAY TRANSPORTATION SPECIAL,"POLICY, RESEARCH & ANALYSIS",Transportation,"Policy, Research & Analysis"
412072,HIGHWAY TRANSPORTATION SPECIAL,"POLICY, RESEARCH & ANALYSIS",Transportation,"Policy, Research & Analysis"
412080,EXECUTIVE AGENCY COUNSEL,LEGAL AFFAIRS,Counsel,Legal
412080,EXECUTIVE AGENCY COUNSEL,LEGAL AFFAIRS,Counsel,Legal
412082,CONTRACT SPECIALIST,"FINANCE, ACCOUNTING, & PROCUREMENT",Specialist w/o Job Aspect,Finance
412082,CONTRACT SPECIALIST,"FINANCE, ACCOUNTING, & PROCUREMENT",Specialist w/o Job Aspect,Finance
412113,CONTRACT SPECIALIST,"FINANCE, ACCOUNTING, & PROCUREMENT",Specialist w/o Job Aspect,Finance
412113,CONTRACT SPECIALIST,"FINANCE, ACCOUNTING, & PROCUREMENT",Specialist w/o Job Aspect,Finance
412187,CITY RESEARCH SCIENTIST,"HEALTH POLICY, RESEARCH & ANALYSIS",Researcher,"Policy, Research & Analysis"
412187,CITY RESEARCH SCIENTIST,"HEALTH POLICY, RESEARCH & ANALYSIS",Researcher,"Policy, Research & Analysis"
412210,CITY RESEARCH SCIENTIST,"HEALTH POLICY, RESEARCH & ANALYSIS",Researcher,"Policy, Research & Analysis"
412210,CITY RESEARCH SCIENTIST,"HEALTH POLICY, RESEARCH & ANALYSIS",Researcher,"Policy, Research & Analysis"
412219,ADMINISTRATIVE BUSINESS PROMOT,HEALTH,Administration,Health
412219,ADMINISTRATIVE BUSINESS PROMOT,HEALTH,Administration,Health
412258,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
412258,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
412318,SENIOR IT ARCHITECT,"TECHNOLOGY, DATA & INNOVATION",Architector,	Technology & Data
412318,SENIOR IT ARCHITECT,"TECHNOLOGY, DATA & INNOVATION",Architector,	Technology & Data
412393,INVESTIGATOR,"ADMINISTRATION & HUMAN RESOURCES LEGAL AFFAIRS PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Community
412411,COMPUTER OPERATIONS MANAGER (S,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
412612,IT INFRASTRUCTURE ENGINEER,"TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
412612,IT INFRASTRUCTURE ENGINEER,"TECHNOLOGY, DATA & INNOVATION",Engineer,	Technology & Data
412734,CHILD AND FAMILY SPECIALIST,SOCIAL SERVICES,Youth/Child Development Officer,Social Service
412747,ADMINISTRATIIVE TAXI & LIMOUSI,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Administration,Public Safety
412747,ADMINISTRATIIVE TAXI & LIMOUSI,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Administration,Public Safety
412830,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
412830,MECHANICAL ENGINEER,"ENGINEERING, ARCHITECTURE, & PLANNING",Engineer,"Engineering, Architecture, & Planning"
412880,IT PROJECT SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
412880,IT PROJECT SPECIALIST,"TECHNOLOGY, DATA & INNOVATION",Computer Specialist,	Technology & Data
412931,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
412931,COMMUNITY COORDINATOR,CONSTITUENT SERVICES & COMMUNITY PROGRAMS,Social Worker,Community
412980,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
412980,AGENCY ATTORNEY,LEGAL AFFAIRS,Legal/Attorney,Legal
413018,CLERICAL ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES,Claim Assoviate,Community
413020,CLERICAL ASSOCIATE,"FINANCE, ACCOUNTING, & PROCUREMENT LEGAL AFFAIRS",Claim Assoviate,Finance
413028,CERT IT DEVELOPER (APP),"TECHNOLOGY, DATA & INNOVATION",City Officer,	Technology & Data
413154,ARCHITECT,"ENGINEERING, ARCHITECTURE, & PLANNING",Architector,"Engineering, Architecture, & Planning"
413154,ARCHITECT,"ENGINEERING, ARCHITECTURE, & PLANNING",Architector,"Engineering, Architecture, & Planning"
413198,INSPECTOR (BOILERS),"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Inspector,Public Safety
413198,INSPECTOR (BOILERS),"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Inspector,Public Safety
413203,AGENCY ATTORNEY,HEALTH,Legal/Attorney,Health
413203,AGENCY ATTORNEY,HEALTH,Legal/Attorney,Health
413207,LABOR RELATIONS ANALYST,ADMINISTRATION & HUMAN RESOURCES,Analyst,Community
413207,LABOR RELATIONS ANALYST,ADMINISTRATION & HUMAN RESOURCES,Analyst,Community
413221,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
413221,COMMUNITY ASSOCIATE,"POLICY, RESEARCH & ANALYSIS",Social Worker,"Policy, Research & Analysis"
413273,SUPERINTENDENT OF WATER AND SE,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
413273,SUPERINTENDENT OF WATER AND SE,BUILDING OPERATIONS & MAINTENANCE,Repair Service,Operation & Maintenance
413287,STAFF ANALYST,"FINANCE, ACCOUNTING, & PROCUREMENT POLICY, RESEARCH & ANALYSIS",Analyst,Finance
413319,ADMINISTRATIVE BUSINESS PROMOT,COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,Administration,Communications & Intergovernmental
413319,ADMINISTRATIVE BUSINESS PROMOT,COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,Administration,Communications & Intergovernmental
413325,COMMUNITY COORDINATOR,COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,Social Worker,Communications & Intergovernmental
413325,COMMUNITY COORDINATOR,COMMUNICATIONS & INTERGOVERNMENTAL AFFAIRS,Social Worker,Communications & Intergovernmental
413374,CLERICAL ASSOCIATE,ADMINISTRATION & HUMAN RESOURCES SOCIAL SERVICES,Claim Assoviate,Community
413511,COLLEGE AIDE (ALL CITY DEPTS),ADMINISTRATION & HUMAN RESOURCES,Assistant,Community
413511,COLLEGE AIDE (ALL CITY DEPTS),ADMINISTRATION & HUMAN RESOURCES,Assistant,Community
413515,QUALITY ASSURANCE SPECIALIST,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Inspector,Public Safety
413515,QUALITY ASSURANCE SPECIALIST,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Inspector,Public Safety
413564,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
413564,COMPUTER SYSTEMS MANAGER,"TECHNOLOGY, DATA & INNOVATION",Manager,	Technology & Data
413577,COMMUNITY COORDINATOR,"ADMINISTRATION & HUMAN RESOURCES FINANCE, ACCOUNTING, & PROCUREMENT",Social Worker,Community
413577,COMMUNITY COORDINATOR,"ADMINISTRATION & HUMAN RESOURCES FINANCE, ACCOUNTING, & PROCUREMENT",Social Worker,Community
413577,COMMUNITY COORDINATOR,"ADMINISTRATION & HUMAN RESOURCES FINANCE, ACCOUNTING, & PROCUREMENT",Social Worker,Community
413629,COMMUNITY COORDINATOR,HEALTH,Social Worker,Health
413629,COMMUNITY COORDINATOR,HEALTH,Social Worker,Health
413784,OPERATIONS COMMUNICATION SPECI,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Other,Public Safety
413784,OPERATIONS COMMUNICATION SPECI,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Other,Public Safety
413817,CONFIDENTIAL INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
413817,CONFIDENTIAL INVESTIGATOR,"PUBLIC SAFETY, INSPECTIONS, & ENFORCEMENT",Investigator,Public Safety
413852,ASSOCIATE STAFF ANALYST,"CONSTITUENT SERVICES & COMMUNITY PROGRAMS POLICY, RESEARCH & ANALYSIS",Analyst,Community
413852,ASSOCIATE STAFF ANALYST,"CONSTITUENT SERVICES & COMMUNITY PROGRAMS POLICY, RESEARCH & ANALYSIS",Analyst,Community
413935,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
413935,WATERSHED MAINTAINER,BUILDING OPERATIONS & MAINTENANCE,Maintainer,Operation & Maintenance
413979,CYBER SECURITY ANALYST,"TECHNOLOGY, DATA & INNOVATION",Analyst,	Technology & Data
